Energy_kcal,Protein_g,Carb_g,Sugar_g,Fiber_g,VitA_mcg,VitB6_mg,VitB12_mcg,VitC_mg,VitE_mg,Folate_mcg,Thiamin_mg,Calcium_mg,Copper_mcg,Iron_mg,Magnesium_mg,Manganese_mg,Phosphorus_mg,Selenium_mcg,Zinc_mg
189.0,19.63,11.05,0.0,0.0,2.0,0.15,0.69,1.8,0.0,20.0,0.22,37.0,0.228,3.8,56.0,0.07,217.0,51.8,0.95
86.0,14.67,3.57,0.0,0.0,90.0,0.01,11.28,0.0,0.68,5.0,0.015,39.0,0.053,1.62,19.0,0.085,198.0,30.6,0.51
202.0,14.24,10.33,0.0,0.0,91.0,0.06,40.27,10.0,0.0,48.0,0.1,63.0,0.356,13.91,14.0,0.54,188.0,28.9,1.46
148.0,25.55,5.13,0.0,0.0,171.0,0.11,98.89,22.1,0.0,29.0,0.15,92.0,0.688,2.81,18.0,1.0,338.0,64.0,2.73
142.0,24.25,5.9,0.0,0.0,149.0,0.016,18.63,0.0,1.12,7.0,0.024,65.0,0.087,2.68,32.0,0.14,327.0,50.5,0.84
2.0,0.4,0.1,0.0,0.0,9.0,0.01,5.0,1.0,0.31,2.0,0.01,13.0,0.389,0.3,11.0,0.074,114.0,4.1,0.1
79.0,16.24,0.82,0.0,0.0,113.0,0.15,3.0,5.3,0.0,16.0,0.009,90.0,0.587,6.02,30.0,0.11,387.0,44.8,1.73
86.0,11.9,3.69,0.0,0.0,48.0,0.05,12.0,8.0,0.55,42.0,0.16,26.0,0.094,3.95,34.0,3.4,197.0,44.8,1.6
172.0,23.8,7.39,0.0,0.0,91.0,0.1,24.0,13.6,0.0,76.0,0.3,33.0,0.149,6.72,37.0,6.8,285.0,89.6,2.67
82.0,14.91,2.2,0.0,0.0,45.0,0.36,20.0,5.0,1.2,16.0,0.03,53.0,0.435,5.3,30.0,0.025,186.0,44.8,1.68
51.0,5.71,2.72,0.62,0.0,13.0,0.031,8.75,0.0,0.85,7.0,0.018,59.0,2.858,4.61,18.0,0.296,97.0,19.7,39.3
199.0,8.77,11.62,0.0,0.0,90.0,0.064,15.63,3.8,0.0,43.0,0.15,62.0,4.294,6.95,58.0,0.49,159.0,66.5,87.13
102.0,11.42,5.45,1.23,0.0,26.0,0.061,17.5,0.0,1.7,14.0,0.036,116.0,5.707,9.21,35.0,0.591,194.0,39.5,78.6
68.0,7.06,3.91,0.0,0.0,90.0,0.095,19.13,5.0,0.85,9.0,0.15,45.0,4.461,6.7,54.0,0.45,139.0,35.8,90.95
81.0,9.45,4.95,0.0,0.0,81.0,0.05,16.0,8.0,0.0,10.0,0.067,8.0,1.576,5.11,22.0,0.643,162.0,77.0,16.62
69.0,12.06,3.18,0.0,0.0,1.0,0.073,1.41,0.0,0.0,16.0,0.007,6.0,0.023,0.38,22.0,0.017,334.0,12.8,0.91
216.0,18.07,10.13,0.0,0.0,22.0,0.14,1.32,2.3,0.0,50.0,0.042,42.0,0.078,0.82,59.0,0.14,236.0,26.9,1.06
99.0,12.77,10.62,0.0,0.0,20.0,0.03,1.6,0.0,0.0,2.0,0.01,8.0,0.032,0.31,43.0,0.011,282.0,23.6,0.33
92.0,15.58,3.08,0.0,0.0,10.0,0.056,1.3,4.7,1.2,5.0,0.02,32.0,1.891,0.68,33.0,0.035,221.0,44.8,1.53
175.0,17.94,7.79,0.0,0.0,11.0,0.058,1.23,4.2,0.0,20.0,0.056,39.0,2.114,1.01,38.0,0.07,251.0,51.8,1.74
137.0,23.84,7.76,0.0,0.0,26.0,0.342,9.07,4.0,0.13,6.0,0.026,57.0,1.03,5.03,86.0,0.447,141.0,44.8,1.63
275.0,47.68,15.52,0.0,0.0,49.0,0.65,18.14,6.8,0.0,11.0,0.049,113.0,2.06,10.06,172.0,0.89,282.0,89.6,3.26
117.0,18.28,0.0,0.0,0.0,26.0,0.278,3.26,0.0,0.0,2.0,0.023,11.0,0.23,0.85,18.0,0.017,164.0,38.1,0.31
141.0,21.43,0.0,0.0,0.0,18.0,0.38,4.4,0.0,0.0,20.0,0.02,249.0,0.1,0.7,30.0,0.02,354.0,43.3,1.0
139.0,19.78,0.0,0.0,0.0,17.0,0.3,4.4,0.0,0.0,15.0,0.023,213.0,0.102,0.84,34.0,0.02,329.0,33.2,0.92
153.0,20.47,0.0,0.0,0.0,53.0,0.3,0.3,0.0,0.0,10.0,0.016,239.0,0.084,1.06,29.0,0.03,326.0,35.4,1.02
198.0,29.13,0.0,0.0,0.0,0.0,0.11,2.2,0.0,0.0,5.0,0.038,13.0,0.071,1.39,31.0,0.015,311.0,76.0,0.9
116.0,25.51,0.0,0.0,0.0,0.0,0.35,2.99,0.0,0.0,4.0,0.032,11.0,0.051,1.53,27.0,0.011,163.0,80.4,0.77
186.0,26.53,0.0,0.0,0.0,0.0,0.43,2.2,0.0,0.0,5.0,0.017,4.0,0.13,0.65,34.0,0.016,267.0,60.1,0.47
128.0,23.62,0.0,0.0,0.0,6.0,0.217,1.17,0.0,0.0,2.0,0.008,14.0,0.039,0.97,33.0,0.019,217.0,65.7,0.48
146.0,24.18,0.0,0.0,0.0,35.0,0.138,2.31,2.1,0.0,17.0,0.087,103.0,0.119,1.91,38.0,1.14,256.0,16.2,0.83
124.0,22.73,0.0,0.0,0.0,31.0,0.346,4.41,0.0,0.0,10.0,0.115,19.0,0.04,1.08,51.0,0.019,254.0,46.8,0.51
159.0,25.69,0.0,0.0,0.0,138.0,0.464,6.22,0.0,0.0,2.0,0.067,9.0,0.068,0.62,42.0,0.027,291.0,46.8,1.04
115.0,24.76,0.0,0.0,0.0,5.0,0.346,0.92,0.0,0.0,1.0,0.429,64.0,0.256,1.15,41.0,0.897,256.0,16.2,0.97
187.0,22.15,0.0,0.0,0.0,33.0,0.346,1.83,0.0,0.0,17.0,0.146,28.0,0.069,0.64,32.0,0.019,308.0,46.8,0.99
85.0,18.73,0.0,0.0,0.0,2.0,0.136,2.31,0.0,0.67,8.0,0.038,10.0,0.024,0.2,24.0,0.015,345.0,28.0,0.39
112.0,24.35,0.0,0.0,0.0,21.0,0.447,1.2,0.0,0.0,2.0,0.048,13.0,0.023,1.06,40.0,0.019,262.0,46.8,0.49
109.0,23.72,0.0,0.0,0.0,62.0,0.462,0.69,0.0,0.0,6.0,0.023,19.0,0.053,1.45,38.0,0.019,183.0,46.8,0.59
153.0,22.49,0.0,0.0,0.0,59.0,0.346,2.31,1.0,0.0,17.0,0.081,77.0,0.297,1.15,38.0,0.897,231.0,16.2,0.85
239.0,18.42,0.0,0.0,0.0,18.0,0.485,0.96,0.0,0.0,1.0,0.073,4.0,0.038,0.85,33.0,0.015,210.0,46.8,0.51
250.0,21.01,0.0,0.0,0.0,35.0,0.519,9.62,0.0,0.0,6.0,0.073,106.0,0.1,1.44,41.0,0.058,292.0,46.8,0.68
111.0,24.35,0.0,0.0,0.0,35.0,0.351,0.65,0.0,0.0,8.0,0.127,44.0,0.141,0.83,81.0,0.038,254.0,46.8,1.0
109.0,22.64,0.0,0.0,0.0,17.0,0.346,4.15,0.0,0.0,10.0,0.035,18.0,0.035,0.41,33.0,0.026,258.0,46.8,0.58
134.0,26.0,0.0,0.0,0.0,252.0,0.51,18.0,1.6,0.0,9.0,0.115,40.0,0.033,2.28,41.0,0.006,318.0,46.8,0.72
201.0,25.73,0.0,0.0,0.0,23.0,0.381,4.23,2.1,1.25,2.0,0.135,29.0,0.119,1.49,36.0,0.019,160.0,46.8,0.86
190.0,26.32,0.0,0.0,0.0,33.0,0.488,3.27,0.0,0.0,18.0,0.016,65.0,0.044,0.41,38.0,0.026,208.0,16.2,1.05
97.0,18.56,0.0,0.0,0.0,14.0,0.277,1.04,1.0,0.0,8.0,0.029,10.0,0.036,0.41,27.0,0.031,256.0,46.8,0.53
119.0,24.54,0.0,0.0,0.0,24.0,0.138,2.31,0.0,0.0,17.0,0.312,141.0,0.228,1.67,38.0,1.026,269.0,16.2,0.79
118.0,24.92,0.0,0.0,0.0,12.0,0.331,3.68,0.0,0.0,3.0,0.054,77.0,0.064,0.59,86.0,0.019,283.0,46.8,0.6
102.0,21.33,0.0,0.0,0.0,14.0,0.277,1.04,0.0,0.0,8.0,0.092,13.0,0.041,0.36,17.0,0.019,256.0,46.8,1.32
204.0,28.62,1.92,0.0,0.0,91.0,0.185,11.54,16.4,0.0,92.0,0.277,28.0,0.128,0.77,26.0,0.013,515.0,51.7,1.28
250.0,17.19,0.0,0.0,0.0,102.0,0.346,1.44,0.0,0.0,17.0,0.122,45.0,0.028,1.64,71.0,0.019,215.0,46.8,0.41
182.0,25.44,0.0,0.0,0.0,13.0,0.944,3.05,0.0,0.0,29.0,0.275,15.0,0.321,1.03,37.0,0.021,256.0,46.8,0.82
231.0,25.72,0.0,0.0,0.0,149.0,0.462,2.87,4.1,0.0,35.0,0.044,28.0,0.053,0.91,122.0,0.019,371.0,46.8,0.56
154.0,25.82,0.0,0.0,0.0,34.0,0.462,3.46,0.0,0.0,5.0,0.092,14.0,0.071,0.71,28.0,0.019,363.0,46.8,0.6
153.0,24.58,0.0,0.0,0.0,42.0,0.696,4.73,0.0,0.48,5.0,0.091,8.0,0.075,0.45,32.0,0.013,313.0,37.6,0.46
135.0,24.21,0.0,0.0,0.0,31.0,0.346,1.62,0.0,0.0,17.0,0.127,51.0,0.065,0.68,29.0,0.045,237.0,46.8,0.62
133.0,21.46,0.0,0.0,0.0,35.0,0.462,3.46,0.0,0.0,6.0,0.069,22.0,0.038,0.35,40.0,0.019,321.0,46.8,0.58
252.0,21.71,0.0,0.0,0.0,36.0,0.462,0.14,0.0,0.0,17.0,0.183,60.0,0.082,1.24,38.0,0.054,349.0,46.8,0.47
158.0,23.73,0.0,0.0,0.0,35.0,0.462,3.46,0.0,0.0,6.0,0.185,18.0,0.059,0.41,54.0,0.045,238.0,46.8,0.65
119.0,21.49,0.0,0.0,0.0,59.0,0.231,2.31,0.0,0.0,17.0,0.012,90.0,0.25,1.67,38.0,0.769,269.0,16.2,0.96
114.0,24.87,0.0,0.0,0.0,17.0,0.138,2.31,1.0,0.0,17.0,0.092,103.0,0.385,1.54,38.0,0.897,231.0,16.2,1.99
190.0,26.63,0.0,0.0,0.0,19.0,0.231,7.49,0.5,0.0,15.0,0.426,55.0,0.241,1.92,28.0,1.091,314.0,16.2,0.85
132.0,28.21,0.0,0.0,0.0,18.0,0.981,2.19,1.0,0.0,10.0,0.038,37.0,0.11,1.6,44.0,0.019,285.0,46.8,1.05
130.0,29.15,0.0,0.0,0.0,22.0,1.038,2.35,0.0,0.29,2.0,0.134,4.0,0.043,0.92,42.0,0.013,333.0,108.2,0.45
122.0,20.58,0.0,0.0,0.0,12.0,0.242,2.54,1.7,0.0,9.0,0.076,23.0,0.047,0.46,65.0,0.022,165.0,46.8,0.28
172.0,24.47,0.0,0.0,0.0,39.0,0.346,0.96,0.0,0.0,17.0,0.171,33.0,0.092,0.47,42.0,0.086,346.0,16.2,1.27
123.0,22.44,0.0,0.0,0.0,130.0,0.462,2.35,0.0,0.0,6.0,0.208,8.0,0.037,0.12,38.0,0.019,256.0,46.8,1.0
187.0,29.67,0.0,0.0,0.0,31.0,0.185,1.25,2.9,0.0,4.0,0.175,29.0,0.058,0.63,38.0,0.019,201.0,46.8,0.67
110.0,22.32,0.95,0.0,0.0,31.0,0.173,10.38,3.6,0.0,42.0,0.057,59.0,0.734,0.43,58.0,0.097,175.0,47.6,5.47
115.0,23.72,0.0,0.0,0.0,52.0,0.173,10.38,7.2,0.0,42.0,0.097,33.0,0.621,2.88,63.0,0.037,128.0,44.4,3.59
143.0,26.41,3.12,0.0,0.0,6.0,0.173,4.04,2.1,0.0,1.0,0.009,63.0,0.415,1.41,51.0,0.018,229.0,59.2,7.27
158.0,32.48,1.64,0.0,0.0,203.0,0.27,5.4,8.5,0.0,24.0,0.017,180.0,0.998,10.84,60.0,0.209,580.0,89.6,3.46
164.0,29.82,4.4,0.0,0.0,90.0,0.648,36.0,8.0,1.2,24.0,0.057,106.0,0.739,9.54,60.0,0.047,279.0,89.6,3.36
163.0,18.9,9.9,0.0,0.0,146.0,0.09,28.8,12.8,0.85,15.0,0.127,16.0,2.679,9.2,44.0,1.222,243.0,154.0,33.24
105.0,22.64,0.0,0.0,0.0,24.0,0.067,0.47,0.0,1.87,5.0,0.045,11.0,0.075,1.13,18.0,0.037,102.0,88.3,0.32
105.0,18.47,0.0,0.0,0.0,15.0,0.106,2.9,0.8,0.0,10.0,0.227,11.0,0.039,0.35,28.0,0.027,304.0,14.3,0.61
119.0,15.23,0.0,0.0,0.0,0.0,0.154,2.88,0.0,0.81,10.0,0.02,8.0,0.032,0.23,19.0,0.015,204.0,8.2,0.48
144.0,18.44,0.0,0.0,0.0,1.0,0.177,2.78,0.0,0.97,12.0,0.024,9.0,0.039,0.28,23.0,0.018,247.0,9.9,0.58
208.0,20.42,0.0,0.0,0.0,0.0,0.636,3.23,3.9,3.55,26.0,0.207,9.0,0.045,0.34,27.0,0.011,240.0,24.0,0.36
206.0,22.1,0.0,0.0,0.0,0.0,0.647,2.8,3.7,0.0,34.0,0.34,15.0,0.049,0.34,30.0,0.016,252.0,41.4,0.43
160.0,21.27,0.0,0.0,0.0,56.0,0.66,2.67,1.1,0.0,13.0,0.09,12.0,0.048,0.34,31.0,0.012,292.0,12.6,0.43
178.0,24.3,0.0,0.0,0.0,59.0,0.568,3.17,1.5,0.0,14.0,0.1,12.0,0.089,0.39,34.0,0.021,332.0,14.1,0.47
141.0,19.94,0.0,0.0,0.0,84.0,0.34,4.3,2.9,2.34,11.0,0.12,25.0,0.046,0.31,25.0,0.011,226.0,23.6,0.45
168.0,23.8,0.0,0.0,0.0,100.0,0.386,4.11,2.9,2.79,12.0,0.143,30.0,0.055,0.36,30.0,0.013,270.0,28.1,0.54
72.0,14.85,0.0,0.0,0.0,15.0,0.076,2.1,0.5,0.0,30.0,0.045,25.0,0.237,0.55,30.0,0.146,218.0,28.4,1.01
87.0,17.52,0.0,0.0,0.0,15.0,0.134,3.1,0.5,0.0,11.0,0.047,51.0,0.58,1.11,33.0,0.217,241.0,34.2,1.48
79.0,8.87,4.23,0.96,0.0,20.0,0.045,12.91,0.0,1.32,10.0,0.025,92.0,4.439,7.16,28.0,0.459,150.0,30.7,61.04
59.0,5.22,5.53,0.0,0.0,8.0,0.06,16.2,4.7,0.0,18.0,0.105,44.0,0.738,5.78,33.0,0.394,93.0,63.7,37.92
79.0,7.0,7.28,0.0,0.0,19.0,0.076,24.3,6.0,0.0,24.0,0.13,56.0,1.434,7.77,33.0,0.425,115.0,77.5,45.15
139.0,23.45,0.0,0.0,0.0,51.0,0.568,5.0,1.4,0.92,13.0,0.075,45.0,0.071,0.61,33.0,0.019,322.0,38.0,0.56
130.0,26.3,1.7,0.0,0.0,7.0,0.06,5.25,0.0,6.33,179.0,0.06,98.0,0.435,1.41,238.0,0.0,217.0,40.3,1.71
212.0,12.69,13.96,0.0,0.0,0.0,0.222,2.07,0.0,0.0,11.0,0.207,8.0,0.077,1.24,20.0,0.118,176.0,0.0,0.52
189.0,11.97,11.85,0.0,0.0,0.0,0.22,2.18,0.0,0.0,11.0,0.195,9.0,0.069,1.46,20.0,0.106,173.0,0.0,0.46
153.0,20.63,0.0,0.0,0.0,39.0,0.33,0.4,0.0,1.88,3.0,0.02,198.0,0.061,0.57,30.0,0.024,321.0,30.1,0.67
138.0,23.1,0.0,0.0,0.0,20.0,0.105,4.95,0.0,1.28,4.0,0.027,283.0,0.082,0.77,32.0,0.031,379.0,39.5,0.96
96.0,20.08,0.0,0.0,0.0,0.0,0.162,1.58,0.0,0.4,24.0,0.041,10.0,0.075,0.56,27.0,0.037,170.0,41.8,0.33
128.0,26.15,0.0,0.0,0.0,0.0,0.123,1.86,0.0,0.79,6.0,0.093,14.0,0.075,0.69,34.0,0.037,204.0,54.4,0.41
158.0,26.33,0.0,0.0,0.0,56.0,0.12,5.54,0.0,2.09,4.0,0.033,37.0,0.07,0.48,24.0,0.011,236.0,34.6,0.58
136.0,24.62,0.0,0.0,0.0,20.0,0.105,4.96,0.0,1.28,4.0,0.027,60.0,0.077,0.57,24.0,0.011,253.0,39.6,0.65
70.0,17.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.041,0.27,34.0,0.011,190.0,0.0,0.4
80.0,19.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.043,0.29,37.0,0.011,206.0,0.0,0.44
72.0,17.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.022,0.17,28.0,0.015,180.0,0.0,0.35
84.0,20.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.019,0.16,35.0,0.012,205.0,0.0,0.43
85.0,20.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.391,0.52,35.0,0.033,214.0,0.0,1.34
99.0,23.98,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.379,0.51,39.0,0.033,237.0,0.0,1.64
131.0,22.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.06,0.42,30.0,0.011,256.0,0.0,0.49
143.0,25.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.061,0.46,33.0,0.015,282.0,0.0,0.48
110.0,21.23,0.0,0.0,0.0,0.0,0.273,2.77,0.0,0.0,0.0,0.137,25.0,0.045,0.38,28.0,0.018,246.0,0.0,0.55
329.0,19.87,62.9,0.0,12.7,1.0,0.351,0.0,0.0,0.0,622.0,0.455,66.0,1.094,4.98,127.0,1.73,381.0,3.1,5.04
128.0,7.52,24.77,0.0,7.3,0.0,0.096,0.0,0.0,0.0,121.0,0.115,28.0,0.298,2.0,52.0,0.573,168.0,1.2,1.77
237.0,3.8,55.01,0.0,0.0,0.0,0.084,0.0,0.0,0.0,107.0,0.101,22.0,0.265,1.13,31.0,0.504,74.0,3.2,1.56
260.0,3.29,60.72,0.0,0.0,0.0,0.008,0.0,0.0,0.0,8.0,0.005,27.0,0.029,1.16,18.0,0.14,40.0,2.3,0.07
155.0,5.54,21.63,0.0,5.5,0.0,0.09,0.0,1.1,0.0,48.0,0.136,61.0,0.159,1.99,43.0,0.255,109.0,5.7,0.73
94.0,4.75,21.14,7.96,4.1,5.0,0.084,0.0,0.0,0.15,12.0,0.096,34.0,0.145,1.19,27.0,0.109,74.0,5.0,2.28
121.0,6.38,16.91,0.0,0.0,11.0,0.09,0.0,1.8,0.0,43.0,0.052,45.0,0.3,1.6,25.0,0.6,81.0,9.6,1.2
142.0,6.75,15.39,6.53,6.9,4.0,0.046,0.34,2.3,0.16,30.0,0.058,48.0,0.213,1.73,28.0,0.42,104.0,6.5,1.87
106.0,5.19,19.99,0.0,5.5,0.0,0.064,0.0,2.0,0.0,36.0,0.053,53.0,0.215,1.7,34.0,0.361,108.0,4.7,1.46
105.0,4.52,21.57,8.23,4.4,1.0,0.05,0.0,0.0,0.04,8.0,0.033,39.0,0.171,1.4,30.0,0.362,88.0,4.8,0.51
94.0,5.15,18.69,5.67,4.0,4.0,0.063,0.0,3.0,0.1,15.0,0.052,56.0,0.213,3.24,34.0,0.302,116.0,4.7,5.48
341.0,21.6,62.36,2.12,15.5,0.0,0.286,0.0,0.0,0.21,444.0,0.9,123.0,0.841,5.02,171.0,1.06,352.0,3.2,3.65
132.0,8.86,23.71,0.0,8.7,0.0,0.069,0.0,0.0,0.0,149.0,0.244,27.0,0.209,2.1,70.0,0.444,140.0,1.2,1.12
339.0,21.25,63.25,2.12,15.5,0.0,0.286,0.0,0.0,0.21,444.0,0.9,160.0,1.0,8.7,160.0,1.0,440.0,3.2,2.2
130.0,8.18,24.35,0.32,8.3,0.0,0.077,0.0,0.0,0.87,86.0,0.225,55.0,0.269,2.85,49.0,0.327,152.0,1.2,0.76
91.0,6.03,16.55,0.23,6.9,0.0,0.055,0.0,2.7,0.62,61.0,0.14,35.0,0.192,1.9,35.0,0.233,108.0,1.3,0.54
335.0,23.03,60.05,0.0,24.7,0.0,0.309,0.0,0.0,0.0,604.0,0.747,127.0,0.794,5.0,156.0,0.92,372.0,12.7,3.63
136.0,9.34,24.46,0.0,10.0,0.0,0.081,0.0,0.0,0.0,207.0,0.21,50.0,0.231,2.09,50.0,0.37,135.0,1.3,1.14
83.0,5.54,15.12,0.0,6.3,0.0,0.055,0.0,0.8,0.0,77.0,0.039,34.0,0.142,1.55,32.0,0.2,86.0,3.1,0.84
343.0,18.81,64.11,0.0,25.2,0.0,0.401,0.0,4.6,0.0,399.0,0.535,186.0,0.44,3.4,188.0,1.2,304.0,12.9,1.9
129.0,7.05,24.02,0.0,9.4,0.0,0.105,0.0,1.2,0.0,75.0,0.13,63.0,0.115,1.08,56.0,0.382,102.0,1.2,0.64
339.0,21.86,62.37,2.26,20.2,0.0,0.447,0.0,5.3,0.22,482.0,0.653,175.0,0.837,5.47,189.0,1.423,447.0,12.9,2.31
118.0,8.33,21.09,0.0,7.0,0.0,0.117,0.0,1.3,0.0,102.0,0.158,68.0,0.247,2.13,50.0,0.518,165.0,4.1,0.88
114.0,7.37,21.02,1.41,4.9,0.0,0.106,0.0,1.3,0.79,81.0,0.143,53.0,0.16,1.57,51.0,0.408,136.0,4.1,0.65
333.0,23.58,60.01,2.23,24.9,0.0,0.397,0.0,4.5,0.22,394.0,0.529,143.0,0.958,8.2,140.0,1.021,407.0,3.2,2.79
127.0,8.67,22.8,0.32,6.4,0.0,0.12,0.0,1.2,0.03,130.0,0.16,35.0,0.216,2.22,42.0,0.43,138.0,1.1,1.0
84.0,5.22,14.5,1.85,4.3,0.0,0.074,0.0,1.2,0.02,36.0,0.116,34.0,0.135,1.17,27.0,0.168,90.0,0.9,0.46
330.0,24.37,59.8,0.0,24.9,0.0,0.397,0.0,4.5,0.0,394.0,0.529,195.0,1.1,9.35,160.0,1.0,405.0,3.2,2.55
124.0,9.13,22.41,0.0,9.3,0.0,0.104,0.0,1.2,0.0,74.0,0.129,66.0,0.289,2.98,48.0,0.318,137.0,1.2,0.86
337.0,22.53,61.29,2.1,15.2,0.0,0.397,0.0,4.5,0.21,394.0,0.608,83.0,0.699,6.69,138.0,1.111,406.0,3.2,2.79
127.0,8.67,22.8,0.32,7.4,0.0,0.12,0.0,1.2,0.03,130.0,0.16,28.0,0.242,2.94,45.0,0.477,142.0,1.2,1.07
81.0,5.22,14.83,1.85,4.3,0.0,0.08,0.0,0.8,0.02,23.0,0.106,29.0,0.147,1.25,30.0,0.291,106.0,1.1,0.62
329.0,25.33,58.33,0.0,24.9,0.0,0.396,0.0,4.5,0.0,393.0,0.39,131.0,1.0,8.7,138.0,1.109,406.0,3.2,2.66
123.0,9.49,21.85,0.0,9.3,0.0,0.104,0.0,1.2,0.0,74.0,0.095,44.0,0.262,2.77,42.0,0.255,142.0,1.2,0.9
337.0,22.33,60.75,3.88,15.3,0.0,0.428,0.0,0.0,0.02,364.0,0.775,147.0,0.834,5.49,175.0,1.418,407.0,11.0,3.65
140.0,8.23,26.05,0.37,10.5,0.0,0.138,0.0,0.9,0.01,140.0,0.237,69.0,0.21,2.36,53.0,0.527,144.0,2.9,1.03
113.0,7.53,20.45,0.28,5.1,0.0,0.103,0.0,0.7,0.78,62.0,0.141,47.0,0.208,1.85,47.0,0.375,134.0,5.8,0.77
343.0,20.96,64.19,2.14,12.7,0.0,0.527,0.0,0.0,0.21,463.0,0.772,130.0,0.81,6.77,182.0,1.376,415.0,13.0,2.55
149.0,9.06,27.91,0.36,5.3,0.0,0.175,0.0,0.0,0.98,168.0,0.257,52.0,0.271,2.3,65.0,0.548,165.0,1.4,0.96
347.0,21.42,62.55,2.11,15.5,0.0,0.474,0.0,6.3,0.21,525.0,0.713,113.0,0.893,5.07,176.0,1.148,411.0,27.9,2.28
143.0,9.01,26.22,0.34,9.0,0.0,0.229,0.0,0.8,0.94,172.0,0.193,46.0,0.219,2.09,50.0,0.453,147.0,6.2,0.98
82.0,4.6,15.18,1.02,4.6,0.0,0.074,0.0,0.7,0.55,24.0,0.052,47.0,0.162,1.47,33.0,0.318,92.0,0.0,0.56
336.0,21.11,62.25,0.0,24.9,0.0,0.439,0.0,0.0,0.0,386.0,0.743,173.0,0.635,7.73,183.0,1.278,445.0,12.8,2.81
142.0,8.97,25.81,0.0,10.4,0.0,0.127,0.0,0.0,0.0,137.0,0.236,73.0,0.149,2.84,68.0,0.51,169.0,1.3,1.09
345.0,22.0,60.7,0.0,25.1,0.0,0.442,0.0,0.0,0.0,389.0,0.69,166.0,0.639,7.01,222.0,1.286,488.0,12.8,2.83
144.0,9.16,25.27,0.0,10.4,0.0,0.129,0.0,1.8,0.0,81.0,0.187,62.0,0.186,2.48,74.0,0.455,183.0,1.3,1.06
333.0,23.36,60.27,2.11,15.2,0.0,0.318,0.0,0.0,0.21,388.0,0.437,240.0,0.984,10.44,190.0,1.796,301.0,12.8,3.67
139.0,9.73,25.09,0.34,6.3,0.0,0.093,0.0,0.0,0.94,81.0,0.118,90.0,0.287,3.7,63.0,0.636,113.0,1.3,1.38
114.0,7.26,21.2,0.29,4.8,0.0,0.075,0.0,0.0,0.79,65.0,0.096,73.0,0.232,2.99,51.0,0.515,91.0,1.6,1.12
341.0,26.12,58.29,5.7,25.0,3.0,0.366,0.0,1.4,0.05,423.0,0.555,103.0,0.824,6.7,192.0,1.626,421.0,8.2,3.14
110.0,7.6,19.65,1.82,5.4,1.0,0.072,0.0,0.3,0.02,104.0,0.097,36.0,0.259,1.5,43.0,0.421,125.0,2.6,1.01
71.0,5.47,12.41,0.0,3.7,1.0,0.045,0.0,1.8,0.0,33.0,0.02,26.0,0.109,1.0,32.0,0.288,79.0,1.8,0.62
222.0,4.62,88.88,49.08,39.8,1.0,0.366,0.0,0.2,0.63,29.0,0.053,348.0,0.571,2.94,54.0,0.508,79.0,5.3,0.92
378.0,20.47,62.95,10.7,12.2,3.0,0.535,0.0,4.0,0.82,557.0,0.477,57.0,0.656,4.31,79.0,21.306,252.0,0.0,2.76
164.0,8.86,27.42,4.8,7.6,1.0,0.139,0.0,1.3,0.35,172.0,0.116,49.0,0.352,2.89,48.0,1.03,168.0,3.7,1.53
88.0,4.92,13.49,0.0,4.4,1.0,0.473,0.0,0.1,0.0,25.0,0.032,35.0,0.153,1.23,27.0,0.818,80.0,2.0,0.69
112.0,5.71,11.91,1.19,4.4,17.0,0.132,0.0,1.7,0.52,23.0,0.048,47.0,0.117,3.43,45.0,0.134,154.0,1.3,2.0
343.0,23.85,59.64,0.0,10.7,2.0,0.361,0.0,1.5,0.0,639.0,0.68,85.0,1.059,9.95,333.0,1.544,438.0,9.1,6.11
117.0,8.13,20.32,0.0,3.6,1.0,0.092,0.0,0.4,0.0,142.0,0.162,26.0,0.271,3.05,96.0,0.473,142.0,2.5,1.87
336.0,23.52,60.03,6.9,10.6,3.0,0.357,0.0,1.5,0.39,633.0,0.853,110.0,0.845,8.27,184.0,1.528,424.0,9.0,3.37
116.0,7.73,20.76,3.3,6.5,1.0,0.1,0.0,0.4,0.28,208.0,0.202,24.0,0.268,2.51,53.0,0.475,156.0,2.5,1.29
77.0,4.74,13.63,0.0,3.3,0.0,0.045,0.0,2.7,0.0,51.0,0.076,20.0,0.117,0.97,28.0,0.283,70.0,2.3,0.7
83.0,2.74,16.53,0.0,3.3,0.0,0.045,0.0,0.2,0.0,51.0,0.063,17.0,0.17,1.42,43.0,0.392,96.0,2.3,1.04
344.0,23.9,60.74,0.0,25.6,0.0,0.155,0.0,0.0,0.0,23.0,1.13,130.0,1.335,5.1,283.0,1.573,372.0,8.2,9.3
